,name,_timestamp,final/radius,final/mape_train,metrics/mape_val,runtime (secs),final/%rmse_val,final/loss_train,final/loss_val,final/mape_val,final/mape_test,final/%rmse_test,_step,loss/val,loss/train,final/scaling,metrics/%rmse_val,_runtime,train time,final/loss_test,final/%rmse_train,loss,seed,model,epochs,dropout,scaling,distance,batch_size,len_sequence,multiplicity,weight_decay,learning_rate,embedding_size,num_val_sequences,num_test_sequences,num_train_sequences
50,cnn_hyperbolic_8,1683433064,0.8917532563209534,0.05860888288431353,0.06654077116437633,4210,1.0931016109433531,0.000113483485969482,0.0001194871131846954,0.06436015558363212,0.059393491268291305,1.078865756528173,213,0.000136506939001118,9.174778164733296e-05,0.04622753709554672,1.1683618403607592,4210,4185.502557039261,0.0001163951320609107,1.065286280628273,mse,44,cnn,300,0,True,hyperbolic,128,2368,11,0,0.001,8,100,150,7000
51,cnn_hyperbolic_8,1683428841,0.8793965578079224,0.05701245476344189,0.06359918074625912,4290,1.0450557251350916,0.00011277120719382588,0.00010921414686376324,0.058100173602802584,0.05733416139346108,1.0393305355693934,212,0.0001341054885003791,9.236424750846496e-05,0.04751616716384888,1.1580392415647196,4290,4266.043073415756,0.00010802079621669616,1.0619378851600778,mse,43,cnn,300,0,True,hyperbolic,128,2368,11,0,0.001,8,100,150,7000
52,cnn_hyperbolic_6,1683424538,0.9513118267059326,0.067669914232446,0.0706444692671901,3696,1.2021010064586146,0.0001386130332679173,0.00014450468297288145,0.0703143563881667,0.07070649429589043,1.24803309135985,180,0.00016025146643508864,0.00012630877905077747,0.03502006456255913,1.265904682174328,3697,3671.721749544144,0.00015575865971292235,1.177340363989604,mse,46,cnn,200,0,True,hyperbolic,128,2368,11,0,0.001,6,100,150,7000
53,cnn_hyperbolic_6,1683420557,0.944336235523224,0.06926878575264633,0.07690985905853184,3144,1.1881448569202142,0.00014550676502517195,0.00014116882010259562,0.07122403544608993,0.06962775531564516,1.2065483563833876,154,0.00018315377091339817,0.00013015550609856433,0.03556201979517937,1.3533431601533965,3145,3119.7169625759125,0.00014557589362914543,1.2062618497870683,mse,45,cnn,200,0,True,hyperbolic,128,2368,11,0,0.001,6,100,150,7000
54,cnn_hyperbolic_6,1683415215,0.9321234822273254,0.0684271042567569,0.07384525386673031,3064,1.2477971851683356,0.0001520038351443802,0.00015569978153140218,0.07053468042551869,0.07131911244368393,1.2523490071217336,150,0.00018483675036207783,0.0001311270417116413,0.03767915815114975,1.3595468008203242,3063,3039.7298254966736,0.00015683780356387918,1.2328983540599776,mse,43,cnn,200,0,True,hyperbolic,128,2368,11,0,0.001,6,100,150,7000
55,cnn_hyperbolic_4,1683409205,0.9871243834495544,0.09167096210067922,0.08768706996633549,1532,1.459267530099548,0.00020549768990347185,0.00021294617244028345,0.08726283617844485,0.09494831096272607,1.3862577205458106,104,0.00021992313974264144,0.00021221696580276376,0.024556007236242294,1.4829805789107335,1531,1513.1717393398285,0.00019217104677728668,1.4335190612735913,mse,46,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,4,100,150,7000
56,cnn_hyperbolic_4,1683407663,0.9861990809440612,0.08612956225794631,0.08421184925719945,1558,1.448030306768972,0.0002093756012936038,0.00020967917693214433,0.08649033966991637,0.09049540842406167,1.459597421975965,104,0.00021434011295875252,0.00020797168614354903,0.024517694488167763,1.4640359044734952,1557,1538.6160788536072,0.0002130424634238884,1.4469816906015218,mse,45,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,4,100,150,7000
57,cnn_hyperbolic_4,1683406095,0.9877318739891052,0.09096648841283538,0.09851290499020104,1549,1.448236129907763,0.0002082100528165359,0.00020973878879702152,0.09878447634102118,0.0898621949993524,1.4897143254812424,104,0.00021055024042560935,0.00020886008684862064,0.024072423577308655,1.4510349424655815,1548,1530.4350366592407,0.00022192487715440336,1.4429485535407558,mse,44,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,4,100,150,7000
58,cnn_hyperbolic_4,1683404537,0.9876519441604614,0.09128317243944514,0.08302309960126877,1542,1.4468553877954335,0.00021119637837083163,0.00020933905131926745,0.08826230249019584,0.08562957267433205,1.4185189898737267,104,0.00021641611537867876,0.0002190510968106206,0.024149708449840546,1.4711088177924798,1541,1523.2749836444857,0.00020121961246323785,1.4532597096556128,mse,43,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,4,100,150,7000
59,cnn_hyperbolic_2,1683402986,1.0048993825912476,0.35418060791337647,0.28852010003244033,1543,3.366957580592387,0.0011470755226668213,0.0011336403349508542,0.29957743907215617,0.3078921771916234,3.2535546109551756,104,0.0013843821751358307,0.0012294488691107987,0.012352317571640016,3.720728658657913,1543,1526.04030919075,0.0010585617606467682,3.3868503401638836,mse,46,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,2,100,150,7000
60,cnn_hyperbolic_2,1683401431,1.0213018655776978,0.30223419415486324,0.30597606515041503,1856,2.9700836040894454,0.0008095720413068382,0.0008821396615280949,0.26881658256655994,0.27021387646195605,2.764739765531019,104,0.001183735635743072,0.0010669905677582925,0.012464234605431557,3.4405459388635866,1855,1836.0385839939115,0.0007643785971108516,2.845297948030818,mse,45,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,2,100,150,7000
61,cnn_hyperbolic_2,1683399560,1.0047626495361328,0.35090525147357543,0.23125744583028737,2328,3.000315101800819,0.0009145466063909426,0.000900189071009406,0.28916570576754486,0.2845870595797063,2.760559323421371,104,0.001010070141461311,0.0009657972046815148,0.012855860404670238,3.178160067493944,2327,2300.1383459568024,0.0007620687778128657,3.0241471630708427,mse,44,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,2,100,150,7000
