"Name","distance","embedding_size","final/%rmse_test","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dropout","epochs","learning_rate","len_sequence","loss","model","multiplicity","num_test_sequences","num_train_sequences","num_val_sequences","scaling","seed","weight_decay","loss/train","loss/val","metrics/%rmse_val","metrics/mape_val","final/%rmse_train","final/%rmse_val","final/loss_test","final/loss_train","final/loss_val","final/mape_test","final/mape_train","final/mape_val","final/radius","final/scaling","train time"
"cnn_hyperbolic_32","hyperbolic","32","0.7530746192046971","finished","-","eitan-turok","","2023-05-07T09:41:21.000Z","2013","","128","0","500","0.001","2368","mse","cnn","11","150","7000","100","true","44","0","0.000029190768299899487","0.00009147161124579872","0.9564079215784378","0.04470586642020881","0.5851753542635417","0.8148584286293435","0.00005671213820902995","0.000034243019523746156","0.00006639942587082829","0.04327958984596351","0.03807434190809727","0.04365290213263396","0.11363939195871352","1.08691143989563","1991.3466584682465"
"cnn_hyperbolic_32","hyperbolic","32","0.7894208344225168","finished","-","eitan-turok","","2023-05-07T09:17:11.000Z","1443","","128","0","500","0.001","2368","mse","cnn","11","150","7000","100","true","43","0","0.00003105910610923144","0.00007245866182869337","0.8512265375838171","0.04315758046327215","0.642991468006757","0.8436587083638764","0.00006231852538203425","0.00004134380279294844","0.00007117600161982042","0.04791247085236863","0.04230319862899842","0.04734401138743969","0.11049320548772812","1.11476731300354","1421.850265264511"
"cnn_hyperbolic_16","hyperbolic","16","1.1192659836781025","finished","-","eitan-turok","","2023-05-07T08:51:08.000Z","1556","","128","0","400","0.001","2368","mse","cnn","11","150","7000","100","true","46","0","0.00008030802252938269","0.0001349538794220096","1.161696515540998","0.05952002941960036","0.95118576985958","1.0524784087534096","0.00012527563422189096","0.00009047543687833618","0.0001107710800892109","0.059016004453436105","0.05612638634094944","0.057800770924247874","0.11136701703071594","1.0678319931030271","1533.4612619876862"
"cnn_hyperbolic_16","hyperbolic","16","1.060151154112924","finished","-","eitan-turok","","2023-05-07T08:17:26.000Z","2015","","128","0","400","0.001","2368","mse","cnn","11","150","7000","100","true","45","0","0.00008083553218914728","0.00015841239238995118","1.25861984884218","0.06102702424381719","0.9477867242400174","1.1326359856785346","0.00011239204695669652","0.00008982996746456226","0.0001282864276053986","0.05854934048165945","0.055025319187285066","0.06185836664956025","0.10933436453342438","1.072284460067749","1992.3589017391205"
"cnn_hyperbolic_16","hyperbolic","16","1.088872991781382","finished","-","eitan-turok","","2023-05-07T07:45:31.000Z","1905","","128","0","400","0.001","2368","mse","cnn","11","150","7000","100","true","44","0","0.00007907370155202466","0.00013648947884300442","1.1682871172918257","0.05637507791471","1.0011504604676544","1.0844672043670007","0.00011856443922309377","0.00010023022444945966","0.0001176069117347578","0.06275709651793943","0.05959074942361225","0.060003160783136736","0.10893107950687408","1.0884217023849487","1878.7330451011655"
"cnn_hyperbolic_16","hyperbolic","16","1.056988239100219","finished","-","eitan-turok","","2023-05-07T06:44:27.000Z","3654","","128","0","400","0.001","2368","mse","cnn","11","150","7000","100","true","43","0","0.00007519761156880405","0.00012402362417138058","1.1136589431750663","0.05595015844311377","0.9029979656293982","1.0327456121666097","0.0001117224137596182","0.00008154053259308317","0.00010665634994493854","0.05677681549183474","0.05079055951129306","0.0539650990279636","0.12717264890670776","0.9408794045448304","3626.2830860614777"
"cnn_hyperbolic_8","hyperbolic","8","1.0341152250766743","finished","-","eitan-turok","","2023-05-07T05:30:13.000Z","4443","","128","0","300","0.001","2368","mse","cnn","11","150","7000","100","true","46","0","0.00009396325311375564","0.00012658888789839252","1.1251172734359407","0.061479145869462175","1.0436069276997912","1.0359222363037912","0.00010693942987353808","0.00010891154195429974","0.00010731348796686476","0.05765834222703972","0.05780780683012752","0.05736325220026151","0.8826817870140076","0.0470176599919796","4415.342770814896"
"cnn_hyperbolic_8","hyperbolic","8","1.061780639831858","finished","-","eitan-turok","","2023-05-07T04:17:59.000Z","4324","","128","0","300","0.001","2368","mse","cnn","11","150","7000","100","true","45","0","0.00009379858779342992","0.0001691202974509015","1.300462600196182","0.06645426584915681","1.0787519944881423","1.1003120964580342","0.000112737812712175","0.00011637058656121447","0.00012106867096118742","0.05811448047791818","0.05729985594401112","0.06015015303185492","0.8419628143310547","0.0515771359205246","4296.771819829941"
"cnn_hyperbolic_8","hyperbolic","8","1.078865756528173","finished","-","eitan-turok","","2023-05-07T03:07:36.000Z","4213","","128","0","300","0.001","2368","mse","cnn","11","150","7000","100","true","44","0","0.00009174778164733296","0.000136506939001118","1.1683618403607592","0.06654077116437633","1.065286280628273","1.0931016109433531","0.0001163951320609107","0.000113483485969482","0.0001194871131846954","0.059393491268291305","0.05860888288431353","0.06436015558363212","0.8917532563209534","0.04622753709554672","4185.502557039261"
"cnn_hyperbolic_8","hyperbolic","8","1.0393305355693934","finished","-","eitan-turok","","2023-05-07T01:55:53.000Z","4293","","128","0","300","0.001","2368","mse","cnn","11","150","7000","100","true","43","0","0.00009236424750846496","0.0001341054885003791","1.1580392415647196","0.06359918074625912","1.0619378851600778","1.0450557251350916","0.00010802079621669616","0.00011277120719382588","0.00010921414686376324","0.05733416139346108","0.05701245476344189","0.058100173602802584","0.8793965578079224","0.04751616716384888","4266.043073415756"
"cnn_hyperbolic_6","hyperbolic","6","1.24803309135985","finished","-","eitan-turok","","2023-05-07T00:54:03.000Z","3700","","128","0","200","0.001","2368","mse","cnn","11","150","7000","100","true","46","0","0.00012630877905077747","0.00016025146643508864","1.265904682174328","0.0706444692671901","1.177340363989604","1.2021010064586146","0.00015575865971292235","0.0001386130332679173","0.00014450468297288145","0.07070649429589043","0.067669914232446","0.0703143563881667","0.9513118267059326","0.03502006456255913","3671.721749544144"
"cnn_hyperbolic_6","hyperbolic","6","1.2065483563833876","finished","-","eitan-turok","","2023-05-06T23:56:54.000Z","3147","","128","0","200","0.001","2368","mse","cnn","11","150","7000","100","true","45","0","0.00013015550609856433","0.00018315377091339817","1.3533431601533965","0.07690985905853184","1.2062618497870683","1.1881448569202142","0.00014557589362914543","0.00014550676502517195","0.00014116882010259562","0.06962775531564516","0.06926878575264633","0.07122403544608993","0.944336235523224","0.03556201979517937","3119.7169625759125"
"cnn_hyperbolic_6","hyperbolic","6","1.2523490071217336","finished","-","eitan-turok","","2023-05-06T22:29:13.000Z","3066","","128","0","200","0.001","2368","mse","cnn","11","150","7000","100","true","43","0","0.0001311270417116413","0.00018483675036207783","1.3595468008203242","0.07384525386673031","1.2328983540599776","1.2477971851683356","0.00015683780356387918","0.0001520038351443802","0.00015569978153140218","0.07131911244368393","0.0684271042567569","0.07053468042551869","0.9321234822273254","0.03767915815114975","3039.7298254966736"
"cnn_hyperbolic_4","hyperbolic","4","1.3862577205458106","finished","-","eitan-turok","","2023-05-06T21:14:35.000Z","1536","","128","0","100","0.001","2368","mse","cnn","11","150","7000","100","true","46","0","0.00021221696580276376","0.00021992313974264144","1.4829805789107335","0.08768706996633549","1.4335190612735913","1.459267530099548","0.00019217104677728668","0.00020549768990347185","0.00021294617244028345","0.09494831096272607","0.09167096210067922","0.08726283617844485","0.9871243834495544","0.024556007236242294","1513.1717393398285"
